cleaned_file,business_file,has_business_section,has_competition_term_in_business,has_competition_section,business_chars
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Cheniere Energy, Inc.__0000003570-23-000042.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__Cheniere Energy, Inc.__0000003570-23-000042_business.txt",True,False,False,30362
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Clearway Energy LLC__0001637757-23-000004.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__Clearway Energy LLC__0001637757-23-000004_business.txt,True,False,False,1868
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Clearway Energy, Inc.__0001567683-23-000011.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__Clearway Energy, Inc.__0001567683-23-000011_business.txt",True,False,False,2443
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__CTO Realty Growth, Inc.__0001558370-23-001933.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__CTO Realty Growth, Inc.__0001558370-23-001933_business.txt",True,False,False,54804
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__FIRST FINANCIAL BANKSHARES INC__0000950170-23-003864.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__FIRST FINANCIAL BANKSHARES INC__0000950170-23-003864_business.txt,True,False,False,2117
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__GETTY REALTY CORP _MD___0000950170-23-004172.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__GETTY REALTY CORP _MD___0000950170-23-004172.txt,True,False,False,8183
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Hughes Satellite Systems Corp__0001533758-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__Hughes Satellite Systems Corp__0001533758-23-000005.txt,True,False,False,5379
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__iShares Gold Trust Micro__0001437749-23-004331.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__iShares Gold Trust Micro__0001437749-23-004331.txt,True,False,False,51029
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__ISHARES GOLD TRUST__0001437749-23-004329.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__ISHARES GOLD TRUST__0001437749-23-004329.txt,True,False,False,49620
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__iShares S&P GSCI Commodity-Indexed Trust__0001437749-23-004334.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__iShares S&P GSCI Commodity-Indexed Trust__0001437749-23-004334.txt,True,False,False,70212
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__iShares Silver Trust__0001437749-23-004332.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__iShares Silver Trust__0001437749-23-004332.txt,True,False,False,49721
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__NASDAQ, INC.__0001120193-23-000014.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__NASDAQ, INC.__0001120193-23-000014.txt",True,False,False,167266
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__NORTHERN STATES POWER CO _WI___0000072909-23-000003.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__NORTHERN STATES POWER CO _WI___0000072909-23-000003_business.txt,True,False,False,5157
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__NORTHERN STATES POWER CO__0001123852-23-000004.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__NORTHERN STATES POWER CO__0001123852-23-000004_business.txt,True,False,False,2240
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__NRG ENERGY, INC.__0001013871-23-000004.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__NRG ENERGY, INC.__0001013871-23-000004_business.txt",True,False,False,92552
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__OGE ENERGY CORP.__0000950170-23-003858.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__OGE ENERGY CORP.__0000950170-23-003858.txt,True,False,False,28978
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__OKLAHOMA GAS & ELECTRIC CO__0000950170-23-003858.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__OKLAHOMA GAS & ELECTRIC CO__0000950170-23-003858.txt,True,False,False,28978
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__PUBLIC SERVICE CO OF COLORADO__0000081018-23-000003.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__PUBLIC SERVICE CO OF COLORADO__0000081018-23-000003_business.txt,True,False,False,5418
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__ROYAL CARIBBEAN CRUISES LTD__0000884887-23-000006.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__ROYAL CARIBBEAN CRUISES LTD__0000884887-23-000006.txt,True,False,False,26448
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Sabine Pass Liquefaction, LLC__0001499200-23-000002.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__Sabine Pass Liquefaction, LLC__0001499200-23-000002_business.txt",True,False,False,14157
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__SOUTHWESTERN PUBLIC SERVICE CO__0000092521-23-000003.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__SOUTHWESTERN PUBLIC SERVICE CO__0000092521-23-000003_business.txt,True,False,False,1661
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__TopBuild Corp__0001558370-23-001903.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__TopBuild Corp__0001558370-23-001903.txt,True,False,False,9203
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__US Alliance Corp__0001437749-23-004355.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__US Alliance Corp__0001437749-23-004355.txt,True,False,False,22800
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__VALERO ENERGY CORP_TX__0001035002-23-000027.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__VALERO ENERGY CORP_TX__0001035002-23-000027_business.txt,True,False,False,4996
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Walker & Dunlop, Inc.__0001558370-23-001872.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-23__Walker & Dunlop, Inc.__0001558370-23-001872.txt",True,False,False,22197
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__Western Union CO__0000950170-23-004146.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__Western Union CO__0000950170-23-004146_business.txt,True,False,False,169584
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-23__XCEL ENERGY INC__0000072903-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-23__XCEL ENERGY INC__0000072903-23-000007_business.txt,True,False,False,7786
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Alarm.com Holdings, Inc.__0001459200-23-000006.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Alarm.com Holdings, Inc.__0001459200-23-000006.txt",True,False,False,326162
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Alset Capital Acquisition Corp.__0001493152-23-006018.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Alset Capital Acquisition Corp.__0001493152-23-006018.txt,True,False,False,25737
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Ankam Inc.__0001781629-23-000004.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Ankam Inc.__0001781629-23-000004.txt,True,False,False,2988
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__ATI INC__0001628280-23-005017.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__ATI INC__0001628280-23-005017.txt,True,False,False,12409
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__BlackRock Inc.__0000950170-23-004343.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-24__BlackRock Inc.__0000950170-23-004343_business.txt,True,False,False,27990
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Blackstone Inc.__0001193125-23-048733.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Blackstone Inc.__0001193125-23-048733.txt,True,False,False,37716
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Enova International, Inc.__0000950170-23-004381.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Enova International, Inc.__0000950170-23-004381.txt",True,False,False,19787
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Five9, Inc.__0001288847-23-000029.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Five9, Inc.__0001288847-23-000029.txt",True,False,False,7725
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__FORMFACTOR INC__0001039399-23-000010.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-24__FORMFACTOR INC__0001039399-23-000010_business.txt,True,False,False,12682
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__GLAUKOS Corp__0001558370-23-002070.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__GLAUKOS Corp__0001558370-23-002070.txt,True,False,False,4913
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Graham Holdings Co__0000104889-23-000021.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-24__Graham Holdings Co__0000104889-23-000021_business.txt,True,False,False,36678
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Interactive Brokers Group, Inc.__0001381197-23-000014.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-24__Interactive Brokers Group, Inc.__0001381197-23-000014_business.txt",True,False,False,9600
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__INVESCO DB AGRICULTURE FUND__0001564590-23-002352.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__INVESCO DB AGRICULTURE FUND__0001564590-23-002352.txt,True,False,False,33431
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__INVESCO DB BASE METALS FUND__0001564590-23-002357.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__INVESCO DB BASE METALS FUND__0001564590-23-002357.txt,True,False,False,30342
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Commodity Index Tracking Fund__0001564590-23-002358.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Commodity Index Tracking Fund__0001564590-23-002358.txt,True,False,False,31776
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Energy Fund__0001564590-23-002356.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Energy Fund__0001564590-23-002356.txt,True,False,False,31653
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002352.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002352.txt,True,False,False,33431
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002354.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002354.txt,True,False,False,29720
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002356.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002356.txt,True,False,False,31653
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002357.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002357.txt,True,False,False,30342
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002367.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Multi-Sector Commodity Trust__0001564590-23-002367.txt,True,False,False,30498
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Oil Fund__0001564590-23-002354.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Oil Fund__0001564590-23-002354.txt,True,False,False,29720
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB Precious Metals Fund__0001564590-23-002367.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB Precious Metals Fund__0001564590-23-002367.txt,True,False,False,30498
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__INVESCO DB US DOLLAR INDEX BEARISH FUND__0001564590-23-002369.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__INVESCO DB US DOLLAR INDEX BEARISH FUND__0001564590-23-002369.txt,True,False,False,28480
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB US Dollar Index Bullish Fund__0001564590-23-002350.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB US Dollar Index Bullish Fund__0001564590-23-002350.txt,True,False,False,28320
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB US Dollar Index Trust__0001564590-23-002350.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB US Dollar Index Trust__0001564590-23-002350.txt,True,False,False,28320
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Invesco DB US Dollar Index Trust__0001564590-23-002369.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Invesco DB US Dollar Index Trust__0001564590-23-002369.txt,True,False,False,28480
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__LITHIA MOTORS INC__0001023128-23-000053.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__LITHIA MOTORS INC__0001023128-23-000053.txt,True,False,False,3065
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__MONEYGRAM INTERNATIONAL INC__0001273931-23-000039.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-24__MONEYGRAM INTERNATIONAL INC__0001273931-23-000039_business.txt,True,False,False,3613
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Olo Inc.__0001431695-23-000011.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-24__Olo Inc.__0001431695-23-000011_business.txt,True,False,False,2607
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__PUGET ENERGY INC _WA__0001085392-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__PUGET ENERGY INC _WA__0001085392-23-000007.txt,True,False,False,82412
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__PUGET SOUND ENERGY INC__0001085392-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__PUGET SOUND ENERGY INC__0001085392-23-000007.txt,True,False,False,82412
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__RADIAN GROUP INC__0000890926-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__RADIAN GROUP INC__0000890926-23-000007.txt,True,False,False,242514
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Vallon Pharmaceuticals, Inc.__0001824293-23-000016.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-24__Vallon Pharmaceuticals, Inc.__0001824293-23-000016.txt",True,False,False,11401
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__AGNC Investment Corp.__0001423689-23-000017.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__AGNC Investment Corp.__0001423689-23-000017.txt,True,False,False,11872
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__BERKSHIRE HATHAWAY INC__0000950170-23-004451.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-27__BERKSHIRE HATHAWAY INC__0000950170-23-004451_business.txt,True,False,False,816
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__Blackstone Secured Lending Fund__0001736035-23-000008.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__Blackstone Secured Lending Fund__0001736035-23-000008.txt,True,False,False,28214
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__BURLINGTON NORTHERN SANTA FE, LLC__0000934612-23-000005.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__BURLINGTON NORTHERN SANTA FE, LLC__0000934612-23-000005.txt",True,False,False,2379
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__Carriage House Event Center, Inc.__0001826466-23-000004.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__Carriage House Event Center, Inc.__0001826466-23-000004.txt",True,False,False,11127
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__CENTURY ALUMINUM CO__0000949157-23-000023.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__CENTURY ALUMINUM CO__0000949157-23-000023.txt,True,False,False,179092
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__Dutch Bros Inc.__0001866581-23-000038.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__Dutch Bros Inc.__0001866581-23-000038.txt,True,False,False,893
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__PEOPLES BANCORP INC__0000318300-23-000133.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__PEOPLES BANCORP INC__0000318300-23-000133.txt,True,False,False,63640
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__TETRA TECHNOLOGIES INC__0000844965-23-000009.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__TETRA TECHNOLOGIES INC__0000844965-23-000009.txt,True,False,False,18215
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__United States Commodity Index Funds Trust__0001410578-23-000165.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__United States Commodity Index Funds Trust__0001410578-23-000165.txt,True,False,False,223156
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__United States Natural Gas Fund, LP__0001410578-23-000179.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__United States Natural Gas Fund, LP__0001410578-23-000179.txt",True,False,False,151402
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__UNIVERSAL HEALTH REALTY INCOME TRUST__0000950170-23-004655.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__UNIVERSAL HEALTH REALTY INCOME TRUST__0000950170-23-004655.txt,True,False,False,13162
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-27__UNIVERSAL HEALTH SERVICES INC__0000950170-23-004656.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-27__UNIVERSAL HEALTH SERVICES INC__0000950170-23-004656.txt,True,False,False,54436
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Bumble Inc.__0000950170-23-005080.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-28__Bumble Inc.__0000950170-23-005080_business.txt,True,False,False,169496
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Celldex Therapeutics, Inc.__0001104659-23-026701.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__Celldex Therapeutics, Inc.__0001104659-23-026701.txt",True,False,False,3288
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Empire State Realty OP, L.P.__0001628280-23-005414.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__Empire State Realty OP, L.P.__0001628280-23-005414.txt",True,False,False,2634
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Empire State Realty Trust, Inc.__0001628280-23-005408.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__Empire State Realty Trust, Inc.__0001628280-23-005408.txt",True,False,False,2271
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__ENTERPRISE PRODUCTS PARTNERS L.P.__0001061219-23-000006.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-28__ENTERPRISE PRODUCTS PARTNERS L.P.__0001061219-23-000006_business.txt,True,False,False,3505
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__FB Financial Corp__0001649749-23-000047.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__FB Financial Corp__0001649749-23-000047.txt,True,False,False,896
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__HANMI FINANCIAL CORP__0000950170-23-005143.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__HANMI FINANCIAL CORP__0000950170-23-005143.txt,True,False,False,192667
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__MARAVAI LIFESCIENCES HOLDINGS, INC.__0001823239-23-000014.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__MARAVAI LIFESCIENCES HOLDINGS, INC.__0001823239-23-000014.txt",True,False,False,267432
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__MBIA INC__0001193125-23-054064.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__MBIA INC__0001193125-23-054064.txt,True,False,False,382753
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__MOUNTAIN TOP PROPERTIES, INC.__0001017386-23-000082.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-28__MOUNTAIN TOP PROPERTIES, INC.__0001017386-23-000082_business.txt",True,False,False,5253
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__ONCOR ELECTRIC DELIVERY CO LLC__0001193311-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-02-28__ONCOR ELECTRIC DELIVERY CO LLC__0001193311-23-000005_business.txt,True,False,False,4647
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__ProShares Trust II__0001193125-23-054105.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__ProShares Trust II__0001193125-23-054105.txt,True,False,False,40003
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__PS BUSINESS PARKS, INC._MD__0000866368-23-000007.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__PS BUSINESS PARKS, INC._MD__0000866368-23-000007.txt",True,False,False,1695
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Sesen Bio, Inc.__0001485003-23-000090.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__Sesen Bio, Inc.__0001485003-23-000090.txt",True,False,False,54113
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Stellus Capital Investment Corp__0001558370-23-002415.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__Stellus Capital Investment Corp__0001558370-23-002415.txt,True,False,False,18438
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__TheRealReal, Inc.__0001573221-23-000022.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-02-28__TheRealReal, Inc.__0001573221-23-000022.txt",True,False,False,31397
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__abrdn Palladium ETF Trust__0001387131-23-002699.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__abrdn Palladium ETF Trust__0001387131-23-002699.txt,True,False,False,95804
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__abrdn Platinum ETF Trust__0001387131-23-002695.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__abrdn Platinum ETF Trust__0001387131-23-002695.txt,True,False,False,96305
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__abrdn Silver ETF Trust__0001387131-23-002698.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__abrdn Silver ETF Trust__0001387131-23-002698.txt,True,False,False,92977
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Adeia Inc.__0000950170-23-005437.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-01__Adeia Inc.__0000950170-23-005437_business.txt,True,False,False,4545
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Amerant Bancorp Inc.__0001734342-23-000016.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__Amerant Bancorp Inc.__0001734342-23-000016.txt,True,False,False,268529
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Apollo Asset Management, Inc.__0001411494-23-000010.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__Apollo Asset Management, Inc.__0001411494-23-000010.txt",True,False,False,36432
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__CHOICE HOTELS INTERNATIONAL INC _DE__0001046311-23-000008.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__CHOICE HOTELS INTERNATIONAL INC _DE__0001046311-23-000008.txt,True,False,False,3548
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__CLOVER HEALTH INVESTMENTS, CORP. _DE__0001801170-23-000015.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__CLOVER HEALTH INVESTMENTS, CORP. _DE__0001801170-23-000015.txt",True,False,False,241413
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Columbia Financial, Inc.__0001723596-23-000093.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-01__Columbia Financial, Inc.__0001723596-23-000093_business.txt",True,False,False,11425
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__DRIL-QUIP INC__0000950170-23-005506.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__DRIL-QUIP INC__0000950170-23-005506.txt,True,False,False,5138
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__GREEN DOT CORP__0001386278-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__GREEN DOT CORP__0001386278-23-000007.txt,True,False,False,112698
