manifest_index,source_file,cleaned_file_manifest,cleaned_file_local,cleaned_file_exists,cleaned_chars_manifest,has_competition_term_anywhere,business_file_manifest,has_business_section
3269,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1655591\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2015-C26__0001888524-23-003979.txt,2023_10K_cleaned\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2015-C26__0001888524-23-003979.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2015-C26__0001888524-23-003979.txt,True,42060,False,,False
3274,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1656047\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2015-C27__0001888524-23-003966.txt,2023_10K_cleaned\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2015-C27__0001888524-23-003966.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2015-C27__0001888524-23-003966.txt,True,48252,False,,False
3275,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1656088\2023-03-23__JPMBB Commercial Mortgage Securities Trust 2015-C33__0001888524-23-003669.txt,2023_10K_cleaned\2023-03-23__JPMBB Commercial Mortgage Securities Trust 2015-C33__0001888524-23-003669.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__JPMBB Commercial Mortgage Securities Trust 2015-C33__0001888524-23-003669.txt,True,39838,False,,False
3278,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1656536\2023-03-14__Decibel Therapeutics, Inc.__0000950170-23-007849.txt","2023_10K_cleaned\2023-03-14__Decibel Therapeutics, Inc.__0000950170-23-007849.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__Decibel Therapeutics, Inc.__0000950170-23-007849.txt",True,797497,True,,False
3279,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1656634\2023-03-09__Gritstone bio, Inc.__0000950170-23-007022.txt","2023_10K_cleaned\2023-03-09__Gritstone bio, Inc.__0000950170-23-007022.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Gritstone bio, Inc.__0000950170-23-007022.txt",True,679293,True,,False
3280,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1656681\2023-03-13__Wells Fargo Commercial Mortgage Trust 2015-NXS4__0001888524-23-003026.txt,2023_10K_cleaned\2023-03-13__Wells Fargo Commercial Mortgage Trust 2015-NXS4__0001888524-23-003026.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__Wells Fargo Commercial Mortgage Trust 2015-NXS4__0001888524-23-003026.txt,True,28960,False,,False
3281,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1656839\2023-03-20__GS Mortgage Securities Trust 2015-GS1__0001888524-23-003583.txt,2023_10K_cleaned\2023-03-20__GS Mortgage Securities Trust 2015-GS1__0001888524-23-003583.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__GS Mortgage Securities Trust 2015-GS1__0001888524-23-003583.txt,True,70414,False,,False
3283,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1657214\2023-07-06__International Land Alliance Inc.__0001493152-23-023833.txt,2023_10K_cleaned\2023-07-06__International Land Alliance Inc.__0001493152-23-023833.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-07-06__International Land Alliance Inc.__0001493152-23-023833.txt,True,259674,True,,False
3285,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1657325\2023-03-31__Citigroup Commercial Mortgage Trust 2015-GC35__0000950170-23-011299.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2015-GC35__0000950170-23-011299.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2015-GC35__0000950170-23-011299.txt,True,42998,False,,False
3286,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1657573\2023-03-16__Xometry, Inc.__0000950170-23-008494.txt","2023_10K_cleaned\2023-03-16__Xometry, Inc.__0000950170-23-008494.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__Xometry, Inc.__0000950170-23-008494.txt",True,432667,True,,False
3290,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1657889\2023-03-27__Morgan Stanley Capital I Trust 2015-UBS8__0001888524-23-003965.txt,2023_10K_cleaned\2023-03-27__Morgan Stanley Capital I Trust 2015-UBS8__0001888524-23-003965.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__Morgan Stanley Capital I Trust 2015-UBS8__0001888524-23-003965.txt,True,42205,False,,False
3292,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1658521\2023-02-28__MOUNTAIN TOP PROPERTIES, INC.__0001017386-23-000082.txt","2023_10K_cleaned\2023-02-28__MOUNTAIN TOP PROPERTIES, INC.__0001017386-23-000082.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__MOUNTAIN TOP PROPERTIES, INC.__0001017386-23-000082.txt",True,98680,True,,False
3294,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1658566\2023-02-24__Permian Resources Corp__0001658566-23-000019.txt,2023_10K_cleaned\2023-02-24__Permian Resources Corp__0001658566-23-000019.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-24__Permian Resources Corp__0001658566-23-000019.txt,True,466535,True,,False
3296,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1659323\2023-03-16__Iterum Therapeutics plc__0000950170-23-008300.txt,2023_10K_cleaned\2023-03-16__Iterum Therapeutics plc__0000950170-23-008300.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__Iterum Therapeutics plc__0000950170-23-008300.txt,True,760363,True,,False
3297,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1659329\2023-03-16__WELLS FARGO COMMERCIAL MORTGAGE TRUST 2015-P2__0001888524-23-003365.txt,2023_10K_cleaned\2023-03-16__WELLS FARGO COMMERCIAL MORTGAGE TRUST 2015-P2__0001888524-23-003365.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__WELLS FARGO COMMERCIAL MORTGAGE TRUST 2015-P2__0001888524-23-003365.txt,True,41081,False,,False
3299,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1659981\2023-03-23__JPMCC Commercial Mortgage Securities Trust 2015-JP1__0001888524-23-003667.txt,2023_10K_cleaned\2023-03-23__JPMCC Commercial Mortgage Securities Trust 2015-JP1__0001888524-23-003667.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__JPMCC Commercial Mortgage Securities Trust 2015-JP1__0001888524-23-003667.txt,True,44981,False,,False
3302,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1660334\2023-03-06__Verrica Pharmaceuticals Inc.__0000950170-23-006118.txt,2023_10K_cleaned\2023-03-06__Verrica Pharmaceuticals Inc.__0000950170-23-006118.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__Verrica Pharmaceuticals Inc.__0000950170-23-006118.txt,True,465380,True,,False
3307,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1661136\2023-03-16__CSAIL 2016-C5 Commercial Mortgage Trust__0001888524-23-003363.txt,2023_10K_cleaned\2023-03-16__CSAIL 2016-C5 Commercial Mortgage Trust__0001888524-23-003363.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__CSAIL 2016-C5 Commercial Mortgage Trust__0001888524-23-003363.txt,True,28962,False,,False
3308,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1661181\2023-03-01__Organogenesis Holdings Inc.__0000950170-23-005585.txt,2023_10K_cleaned\2023-03-01__Organogenesis Holdings Inc.__0000950170-23-005585.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Organogenesis Holdings Inc.__0000950170-23-005585.txt,True,542643,True,,False
3311,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1661460\2023-03-09__Poseida Therapeutics, Inc.__0000950170-23-007030.txt","2023_10K_cleaned\2023-03-09__Poseida Therapeutics, Inc.__0000950170-23-007030.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Poseida Therapeutics, Inc.__0000950170-23-007030.txt",True,700665,True,,False
3312,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1661589\2023-03-17__CFCRE 2016-C3 Mortgage Trust__0001888524-23-003521.txt,2023_10K_cleaned\2023-03-17__CFCRE 2016-C3 Mortgage Trust__0001888524-23-003521.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__CFCRE 2016-C3 Mortgage Trust__0001888524-23-003521.txt,True,70643,False,,False
3313,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1661600\2023-03-31__SATIVUS TECH CORP.__0001213900-23-024977.txt,2023_10K_cleaned\2023-03-31__SATIVUS TECH CORP.__0001213900-23-024977.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__SATIVUS TECH CORP.__0001213900-23-024977.txt,True,134626,True,,False
3315,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1661998\2023-03-09__Homology Medicines, Inc.__0000950170-23-006995.txt","2023_10K_cleaned\2023-03-09__Homology Medicines, Inc.__0000950170-23-006995.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Homology Medicines, Inc.__0000950170-23-006995.txt",True,748660,True,,False
3317,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1662382\2023-03-31__BRAIN SCIENTIFIC INC.__0001213900-23-025650.txt,2023_10K_cleaned\2023-03-31__BRAIN SCIENTIFIC INC.__0001213900-23-025650.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__BRAIN SCIENTIFIC INC.__0001213900-23-025650.txt,True,397296,True,,False
3321,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1662774\2023-03-15__Quince Therapeutics, Inc.__0000950170-23-008148.txt","2023_10K_cleaned\2023-03-15__Quince Therapeutics, Inc.__0000950170-23-008148.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__Quince Therapeutics, Inc.__0000950170-23-008148.txt",True,491383,True,,False
3322,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1662784\2023-03-20__Wells Fargo Commercial Mortgage Trust 2016-NXS5__0001888524-23-003589.txt,2023_10K_cleaned\2023-03-20__Wells Fargo Commercial Mortgage Trust 2016-NXS5__0001888524-23-003589.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__Wells Fargo Commercial Mortgage Trust 2016-NXS5__0001888524-23-003589.txt,True,23199,False,,False
3325,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1663239\2023-03-14__COMM 2016-CCRE28 Mortgage Trust__0001888524-23-003168.txt,2023_10K_cleaned\2023-03-14__COMM 2016-CCRE28 Mortgage Trust__0001888524-23-003168.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__COMM 2016-CCRE28 Mortgage Trust__0001888524-23-003168.txt,True,66502,False,,False
3326,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1663240\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C32__0001888524-23-002939.txt,2023_10K_cleaned\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C32__0001888524-23-002939.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C32__0001888524-23-002939.txt,True,17934,False,,False
3327,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1663244\2023-03-17__COMM 2016-DC2 Mortgage Trust__0001020242-23-000048.txt,2023_10K_cleaned\2023-03-17__COMM 2016-DC2 Mortgage Trust__0001020242-23-000048.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__COMM 2016-DC2 Mortgage Trust__0001020242-23-000048.txt,True,65982,False,,False
3328,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1663645\2023-03-30__CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-GC36__0001888524-23-004613.txt,2023_10K_cleaned\2023-03-30__CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-GC36__0001888524-23-004613.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-GC36__0001888524-23-004613.txt,True,37249,False,,False
3330,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1664682\2023-03-27__Morgan Stanley Capital I Trust 2016-UBS9__0001888524-23-003972.txt,2023_10K_cleaned\2023-03-27__Morgan Stanley Capital I Trust 2016-UBS9__0001888524-23-003972.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__Morgan Stanley Capital I Trust 2016-UBS9__0001888524-23-003972.txt,True,62709,False,,False
3331,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1664703\2023-02-21__Bloom Energy Corp__0001628280-23-004301.txt,2023_10K_cleaned\2023-02-21__Bloom Energy Corp__0001628280-23-004301.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-21__Bloom Energy Corp__0001628280-23-004301.txt,True,582533,True,,False
3334,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1665081\2023-03-10__Morgan Stanley Bank of America Merrill Lynch Trust 2016-C28__0001888524-23-002979.txt,2023_10K_cleaned\2023-03-10__Morgan Stanley Bank of America Merrill Lynch Trust 2016-C28__0001888524-23-002979.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Morgan Stanley Bank of America Merrill Lynch Trust 2016-C28__0001888524-23-002979.txt,True,53541,False,,False
3341,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1666156\2023-03-13__JPMBB Commercial Mortgage Securities Trust 2016-C1__0001888524-23-003059.txt,2023_10K_cleaned\2023-03-13__JPMBB Commercial Mortgage Securities Trust 2016-C1__0001888524-23-003059.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__JPMBB Commercial Mortgage Securities Trust 2016-C1__0001888524-23-003059.txt,True,51218,False,,False
3343,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1666244\2023-03-30__Cantor Fitzgerald Income Trust, Inc.__0000950170-23-010998.txt","2023_10K_cleaned\2023-03-30__Cantor Fitzgerald Income Trust, Inc.__0000950170-23-010998.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__Cantor Fitzgerald Income Trust, Inc.__0000950170-23-010998.txt",True,587514,True,,False
3344,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1666291\2023-02-16__Claros Mortgage Trust, Inc.__0000950170-23-003074.txt","2023_10K_cleaned\2023-02-16__Claros Mortgage Trust, Inc.__0000950170-23-003074.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-16__Claros Mortgage Trust, Inc.__0000950170-23-003074.txt",True,521303,True,,False
3351,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1668370\2023-03-31__Toughbuilt Industries, Inc__0001575872-23-000493.txt","2023_10K_cleaned\2023-03-31__Toughbuilt Industries, Inc__0001575872-23-000493.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Toughbuilt Industries, Inc__0001575872-23-000493.txt",True,407544,True,,False
3354,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1668673\2023-03-01__PetIQ, Inc.__0001628280-23-005700.txt","2023_10K_cleaned\2023-03-01__PetIQ, Inc.__0001628280-23-005700.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__PetIQ, Inc.__0001628280-23-005700.txt",True,301637,True,,False
3355,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1668738\2023-03-13__DBJPM 2016-C1 Mortgage Trust__0001888524-23-003074.txt,2023_10K_cleaned\2023-03-13__DBJPM 2016-C1 Mortgage Trust__0001888524-23-003074.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__DBJPM 2016-C1 Mortgage Trust__0001888524-23-003074.txt,True,83524,False,,False
3356,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1668931\2023-03-20__Wells Fargo Commercial Mortgage Trust 2016-C33__0001888524-23-003575.txt,2023_10K_cleaned\2023-03-20__Wells Fargo Commercial Mortgage Trust 2016-C33__0001888524-23-003575.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__Wells Fargo Commercial Mortgage Trust 2016-C33__0001888524-23-003575.txt,True,23485,False,,False
3358,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1669374\2023-03-29__Duke Energy Florida Project Finance, LLC__0001669374-23-000008.txt","2023_10K_cleaned\2023-03-29__Duke Energy Florida Project Finance, LLC__0001669374-23-000008.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-29__Duke Energy Florida Project Finance, LLC__0001669374-23-000008.txt",True,8791,False,,False
3359,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1669393\2023-03-31__Citigroup Commercial Mortgage Trust 2016-P3__0000950170-23-011297.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2016-P3__0000950170-23-011297.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2016-P3__0000950170-23-011297.txt,True,48831,False,,False
3363,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1669990\2023-03-28__Morgan Stanley Bank of America Merrill Lynch Trust 2016-C29__0001888524-23-004002.txt,2023_10K_cleaned\2023-03-28__Morgan Stanley Bank of America Merrill Lynch Trust 2016-C29__0001888524-23-004002.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-28__Morgan Stanley Bank of America Merrill Lynch Trust 2016-C29__0001888524-23-004002.txt,True,39795,False,,False
3368,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1670601\2023-03-31__Citigroup Commercial Mortgage Trust 2016-GC37__0000950170-23-011247.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2016-GC37__0000950170-23-011247.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2016-GC37__0000950170-23-011247.txt,True,44462,False,,False
3369,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1671048\2023-03-23__CFCRE 2016-C4 Mortgage Trust__0001853620-23-000090.txt,2023_10K_cleaned\2023-03-23__CFCRE 2016-C4 Mortgage Trust__0001853620-23-000090.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__CFCRE 2016-C4 Mortgage Trust__0001853620-23-000090.txt,True,85045,False,,False
3373,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1671520\2023-03-16__JPMDB Commercial Mortgage Securities Trust 2016-C2__0001888524-23-003387.txt,2023_10K_cleaned\2023-03-16__JPMDB Commercial Mortgage Securities Trust 2016-C2__0001888524-23-003387.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__JPMDB Commercial Mortgage Securities Trust 2016-C2__0001888524-23-003387.txt,True,72573,False,,False
3374,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1671584\2023-03-30__Aptevo Therapeutics Inc.__0000950170-23-010757.txt,2023_10K_cleaned\2023-03-30__Aptevo Therapeutics Inc.__0000950170-23-010757.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__Aptevo Therapeutics Inc.__0000950170-23-010757.txt,True,430208,True,,False
3375,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1671740\2023-03-14__GS Mortgage Securities Trust 2016-GS2__0001888524-23-003222.txt,2023_10K_cleaned\2023-03-14__GS Mortgage Securities Trust 2016-GS2__0001888524-23-003222.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__GS Mortgage Securities Trust 2016-GS2__0001888524-23-003222.txt,True,20626,False,,False
3376,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1671818\2023-03-24__Oncorus, Inc.__0000950170-23-009725.txt","2023_10K_cleaned\2023-03-24__Oncorus, Inc.__0000950170-23-009725.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__Oncorus, Inc.__0000950170-23-009725.txt",True,587111,True,,False
3382,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1672587\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C34__0001888524-23-002933.txt,2023_10K_cleaned\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C34__0001888524-23-002933.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C34__0001888524-23-002933.txt,True,26618,False,,False
3383,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1672609\2023-03-16__CSAIL 2016-C6 Commercial Mortgage Trust__0001888524-23-003397.txt,2023_10K_cleaned\2023-03-16__CSAIL 2016-C6 Commercial Mortgage Trust__0001888524-23-003397.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__CSAIL 2016-C6 Commercial Mortgage Trust__0001888524-23-003397.txt,True,27987,False,,False
3388,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\16732\2023-09-21__CAMPBELL SOUP CO__0000016732-23-000109.txt,2023_10K_cleaned\2023-09-21__CAMPBELL SOUP CO__0000016732-23-000109.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-09-21__CAMPBELL SOUP CO__0000016732-23-000109.txt,True,289856,True,,False
3389,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1673255\2023-03-31__Citigroup Commercial Mortgage Trust 2016-C1__0000950170-23-011230.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2016-C1__0000950170-23-011230.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2016-C1__0000950170-23-011230.txt,True,39911,False,,False
3395,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1673504\2023-03-17__Atlantis Glory Inc.__0001493152-23-008004.txt,2023_10K_cleaned\2023-03-17__Atlantis Glory Inc.__0001493152-23-008004.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Atlantis Glory Inc.__0001493152-23-008004.txt,True,112686,True,,False
3396,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1673542\2023-03-17__Bank of America Merrill Lynch Commercial Mortgage Trust 2016-UBS10__0001888524-23-003467.txt,2023_10K_cleaned\2023-03-17__Bank of America Merrill Lynch Commercial Mortgage Trust 2016-UBS10__0001888524-23-003467.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Bank of America Merrill Lynch Commercial Mortgage Trust 2016-UBS10__0001888524-23-003467.txt,True,95728,False,,False
3397,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1673772\2023-03-14__RAPT Therapeutics, Inc.__0000950170-23-007710.txt","2023_10K_cleaned\2023-03-14__RAPT Therapeutics, Inc.__0000950170-23-007710.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__RAPT Therapeutics, Inc.__0000950170-23-007710.txt",True,502519,True,,False
3402,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1674335\2023-02-21__JELD-WEN Holding, Inc.__0001674335-23-000039.txt","2023_10K_cleaned\2023-02-21__JELD-WEN Holding, Inc.__0001674335-23-000039.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-21__JELD-WEN Holding, Inc.__0001674335-23-000039.txt",True,436530,True,,False
3405,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1674416\2023-02-21__CRISPR Therapeutics AG__0000950170-23-003441.txt,2023_10K_cleaned\2023-02-21__CRISPR Therapeutics AG__0000950170-23-003441.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-21__CRISPR Therapeutics AG__0000950170-23-003441.txt,True,755469,True,,False
3411,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1674930\2023-02-28__Fulgent Genetics, Inc.__0000950170-23-005178.txt","2023_10K_cleaned\2023-02-28__Fulgent Genetics, Inc.__0000950170-23-005178.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Fulgent Genetics, Inc.__0000950170-23-005178.txt",True,458859,True,,False
3416,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1675928\2023-03-14__SG Commercial Mortgage Securities Trust 2016-C5__0001888524-23-003130.txt,2023_10K_cleaned\2023-03-14__SG Commercial Mortgage Securities Trust 2016-C5__0001888524-23-003130.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__SG Commercial Mortgage Securities Trust 2016-C5__0001888524-23-003130.txt,True,102053,False,,False
3421,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1676580\2023-03-31__VISION ENERGY Corp__0001493152-23-010036.txt,2023_10K_cleaned\2023-03-31__VISION ENERGY Corp__0001493152-23-010036.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__VISION ENERGY Corp__0001493152-23-010036.txt,True,161825,True,,False
3422,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1676725\2023-03-07__IDEAYA Biosciences, Inc.__0000950170-23-006456.txt","2023_10K_cleaned\2023-03-07__IDEAYA Biosciences, Inc.__0000950170-23-006456.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-07__IDEAYA Biosciences, Inc.__0000950170-23-006456.txt",True,726249,True,,False
3423,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1676734\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C35__0001888524-23-002935.txt,2023_10K_cleaned\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C35__0001888524-23-002935.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Wells Fargo Commercial Mortgage Trust 2016-C35__0001888524-23-002935.txt,True,49171,False,,False
3425,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1677390\2023-03-13__DBJPM 2016-C3 Mortgage Trust__0001888524-23-003113.txt,2023_10K_cleaned\2023-03-13__DBJPM 2016-C3 Mortgage Trust__0001888524-23-003113.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__DBJPM 2016-C3 Mortgage Trust__0001888524-23-003113.txt,True,77961,False,,False
3428,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1677897\2023-06-26__UPAY__0001575872-23-001038.txt,2023_10K_cleaned\2023-06-26__UPAY__0001575872-23-001038.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-06-26__UPAY__0001575872-23-001038.txt,True,125864,True,,False
3429,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1677913\2023-03-31__CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P4__0000950170-23-011327.txt,2023_10K_cleaned\2023-03-31__CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P4__0000950170-23-011327.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__CITIGROUP COMMERCIAL MORTGAGE TRUST 2016-P4__0000950170-23-011327.txt,True,69039,False,,False
